/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_147.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_147.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_147.jpg,0,0,0,1.288013E-05
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_219.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_219.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_219.jpg,0,0,0,4.290471E-06
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_308.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_308.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_308.jpg,0,0,0,5.794765E-06
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_384.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_384.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_384.jpg,0,0,0,1.420121E-05
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_454.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_454.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_454.jpg,0,0,0,5.286387E-06
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_521.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_521.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_521.jpg,0,0,0,2.280133E-06
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_595.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_595.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_595.jpg,0,0,0,1.190894E-05
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_665.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_665.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_665.jpg,0,0,0,1.500118E-05
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_741.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_741.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_741.jpg,0,0,0,1.713142E-05
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_812.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_812.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_812.jpg,0,0,0,1.503389E-05
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_32_904.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_32_904.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_32_904.jpg,0,0,0,1.004495E-05
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_33_004.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_33_004.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_33_004.jpg,0,0,0,9.282839E-06
/Users/mouhcine/Desktop/data/IMG/center_2020_05_17_18_21_33_071.jpg,/Users/mouhcine/Desktop/data/IMG/left_2020_05_17_18_21_33_071.jpg,/Users/mouhcine/Desktop/data/IMG/right_2020_05_17_18_21_33_071.jpg,0,0,0,3.692002E-06
